REGION NAME,DISTRICT NAME,ULB NAME,ZONE NAME,USAGE AS PER NOMENCLATURE,CLASSIFICATION AS PER NOMENCLATURE,Unit Rate in Rs
GUNTUR,GUNTUR,BAPATLA,ZONE1,HOTELS,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,23
GUNTUR,GUNTUR,BAPATLA,ZONE1,HOTELS,RCC ORDINARY CELLAR,25.6
GUNTUR,GUNTUR,BAPATLA,ZONE1,HOTELS,RCC ORDINARY GROUND & FIRST FLOOR,32
GUNTUR,GUNTUR,BAPATLA,ZONE1,HOTELS,RCC ORDINARY OTHER FLOORS,25.6
GUNTUR,GUNTUR,BAPATLA,ZONE1,HOTELS,RCC POSH CELLAR,29.6
GUNTUR,GUNTUR,BAPATLA,ZONE1,HOTELS,RCC POSH GROUND & FIRST FLOOR,37
GUNTUR,GUNTUR,BAPATLA,ZONE1,HOTELS,RCC POSH OTHER FLOORS,29.6
GUNTUR,GUNTUR,BAPATLA,ZONE1,INDUSTRIES,COUNTRY TILED,10
GUNTUR,GUNTUR,BAPATLA,ZONE1,INDUSTRIES,HUTS,5
GUNTUR,GUNTUR,BAPATLA,ZONE1,INDUSTRIES,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,13
GUNTUR,GUNTUR,BAPATLA,ZONE1,INDUSTRIES,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,18
GUNTUR,GUNTUR,BAPATLA,ZONE1,INDUSTRIES,RCC ORDINARY CELLAR,18.4
GUNTUR,GUNTUR,BAPATLA,ZONE1,INDUSTRIES,RCC ORDINARY GROUND & FIRST FLOOR,23
GUNTUR,GUNTUR,BAPATLA,ZONE1,INDUSTRIES,RCC ORDINARY OTHER FLOORS,18.4
GUNTUR,GUNTUR,BAPATLA,ZONE1,INDUSTRIES,RCC POSH CELLAR,20
GUNTUR,GUNTUR,BAPATLA,ZONE1,INDUSTRIES,RCC POSH GROUND & FIRST FLOOR,25
GUNTUR,GUNTUR,BAPATLA,ZONE1,INDUSTRIES,RCC POSH OTHER FLOORS,20
GUNTUR,GUNTUR,BAPATLA,ZONE1,KALYANAMANDAPAM,COUNTRY TILED,5
GUNTUR,GUNTUR,BAPATLA,ZONE1,KALYANAMANDAPAM,HUTS,5
GUNTUR,GUNTUR,BAPATLA,ZONE1,KALYANAMANDAPAM,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,5
GUNTUR,GUNTUR,BAPATLA,ZONE1,KALYANAMANDAPAM,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,9
GUNTUR,GUNTUR,BAPATLA,ZONE1,KALYANAMANDAPAM,RCC ORDINARY CELLAR,8.8
GUNTUR,GUNTUR,BAPATLA,ZONE1,KALYANAMANDAPAM,RCC ORDINARY GROUND & FIRST FLOOR,11
GUNTUR,GUNTUR,BAPATLA,ZONE1,KALYANAMANDAPAM,RCC ORDINARY OTHER FLOORS,8.8
GUNTUR,GUNTUR,BAPATLA,ZONE1,KALYANAMANDAPAM,RCC POSH CELLAR,10.4
GUNTUR,GUNTUR,BAPATLA,ZONE1,KALYANAMANDAPAM,RCC POSH GROUND & FIRST FLOOR,13
GUNTUR,GUNTUR,BAPATLA,ZONE1,KALYANAMANDAPAM,RCC POSH OTHER FLOORS,10.4
GUNTUR,GUNTUR,BAPATLA,ZONE1,LODGES,COUNTRY TILED,14
GUNTUR,GUNTUR,BAPATLA,ZONE1,LODGES,HUTS,9
GUNTUR,GUNTUR,BAPATLA,ZONE1,LODGES,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,18
GUNTUR,GUNTUR,BAPATLA,ZONE1,LODGES,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,23
GUNTUR,GUNTUR,BAPATLA,ZONE1,LODGES,RCC ORDINARY CELLAR,25.6
GUNTUR,GUNTUR,BAPATLA,ZONE1,LODGES,RCC ORDINARY GROUND & FIRST FLOOR,32
GUNTUR,GUNTUR,BAPATLA,ZONE1,LODGES,RCC ORDINARY OTHER FLOORS,25.6
GUNTUR,GUNTUR,BAPATLA,ZONE1,LODGES,RCC POSH CELLAR,29.6
GUNTUR,GUNTUR,BAPATLA,ZONE1,LODGES,RCC POSH GROUND & FIRST FLOOR,37
GUNTUR,GUNTUR,BAPATLA,ZONE1,LODGES,RCC POSH OTHER FLOORS,29.6
GUNTUR,GUNTUR,BAPATLA,ZONE1,NURSING HOMES,COUNTRY TILED,11
GUNTUR,GUNTUR,BAPATLA,ZONE1,NURSING HOMES,HUTS,7
GUNTUR,GUNTUR,BAPATLA,ZONE1,NURSING HOMES,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,14
GUNTUR,GUNTUR,BAPATLA,ZONE1,NURSING HOMES,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,18
GUNTUR,GUNTUR,BAPATLA,ZONE1,NURSING HOMES,RCC ORDINARY CELLAR,16.8
GUNTUR,GUNTUR,BAPATLA,ZONE1,NURSING HOMES,RCC ORDINARY GROUND & FIRST FLOOR,21
GUNTUR,GUNTUR,BAPATLA,ZONE1,NURSING HOMES,RCC ORDINARY OTHER FLOORS,16.8
GUNTUR,GUNTUR,BAPATLA,ZONE1,NURSING HOMES,RCC POSH CELLAR,21.6
GUNTUR,GUNTUR,BAPATLA,ZONE1,NURSING HOMES,RCC POSH GROUND & FIRST FLOOR,27
GUNTUR,GUNTUR,BAPATLA,ZONE1,NURSING HOMES,RCC POSH OTHER FLOORS,21.6
GUNTUR,GUNTUR,BAPATLA,ZONE1,OFFICE COMPLEX,COUNTRY TILED,14
GUNTUR,GUNTUR,BAPATLA,ZONE1,OFFICE COMPLEX,HUTS,9
GUNTUR,GUNTUR,BAPATLA,ZONE1,OFFICE COMPLEX,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,25
GUNTUR,GUNTUR,BAPATLA,ZONE1,OFFICE COMPLEX,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,30
GUNTUR,GUNTUR,BAPATLA,ZONE1,OFFICE COMPLEX,RCC ORDINARY CELLAR,36.8
GUNTUR,GUNTUR,BAPATLA,ZONE1,OFFICE COMPLEX,RCC ORDINARY GROUND & FIRST FLOOR,46
GUNTUR,GUNTUR,BAPATLA,ZONE1,OFFICE COMPLEX,RCC ORDINARY OTHER FLOORS,36.8
GUNTUR,GUNTUR,BAPATLA,ZONE1,OFFICE COMPLEX,RCC POSH CELLAR,42.4
GUNTUR,GUNTUR,BAPATLA,ZONE1,OFFICE COMPLEX,RCC POSH GROUND & FIRST FLOOR,53
GUNTUR,GUNTUR,BAPATLA,ZONE1,OFFICE COMPLEX,RCC POSH OTHER FLOORS,42.4
GUNTUR,GUNTUR,BAPATLA,ZONE1,OTHERS,COUNTRY TILED,5
GUNTUR,GUNTUR,BAPATLA,ZONE1,OTHERS,HUTS,5
GUNTUR,GUNTUR,BAPATLA,ZONE1,OTHERS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,5
GUNTUR,GUNTUR,BAPATLA,ZONE1,OTHERS,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,9
GUNTUR,GUNTUR,BAPATLA,ZONE1,OTHERS,RCC ORDINARY CELLAR,8.8
GUNTUR,GUNTUR,BAPATLA,ZONE1,OTHERS,RCC ORDINARY GROUND & FIRST FLOOR,11
GUNTUR,GUNTUR,BAPATLA,ZONE1,OTHERS,RCC ORDINARY OTHER FLOORS,8.8
GUNTUR,GUNTUR,BAPATLA,ZONE1,OTHERS,RCC POSH CELLAR,10.4
GUNTUR,GUNTUR,BAPATLA,ZONE1,OTHERS,RCC POSH GROUND & FIRST FLOOR,13
GUNTUR,GUNTUR,BAPATLA,ZONE1,OTHERS,RCC POSH OTHER FLOORS,10.4
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESIDENCE,COUNTRY TILED,4
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESIDENCE,HUTS,2
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESIDENCE,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,5
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESIDENCE,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,7
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESIDENCE,RCC ORDINARY CELLAR,7.2
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESIDENCE,RCC ORDINARY GROUND & FIRST FLOOR,9
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESIDENCE,RCC ORDINARY OTHER FLOORS,7.2
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESIDENCE,RCC POSH CELLAR,8.8
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESIDENCE,RCC POSH GROUND & FIRST FLOOR,11
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESIDENCE,RCC POSH OTHER FLOORS,8.8
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESTAURENTS,COUNTRY TILED,14
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESTAURENTS,HUTS,9
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESTAURENTS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,18
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESTAURENTS,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,23
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESTAURENTS,RCC ORDINARY CELLAR,25.6
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESTAURENTS,RCC ORDINARY GROUND & FIRST FLOOR,32
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESTAURENTS,RCC ORDINARY OTHER FLOORS,25.6
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESTAURENTS,RCC POSH CELLAR,29.6
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESTAURENTS,RCC POSH GROUND & FIRST FLOOR,37
GUNTUR,GUNTUR,BAPATLA,ZONE1,RESTAURENTS,RCC POSH OTHER FLOORS,29.6
GUNTUR,GUNTUR,BAPATLA,ZONE1,SHOPS,COUNTRY TILED,25
GUNTUR,GUNTUR,BAPATLA,ZONE1,SHOPS,HUTS,9
GUNTUR,GUNTUR,BAPATLA,ZONE1,SHOPS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,32
GUNTUR,GUNTUR,BAPATLA,ZONE1,SHOPS,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,53
GUNTUR,GUNTUR,BAPATLA,ZONE1,SHOPS,RCC ORDINARY CELLAR,46.4
GUNTUR,GUNTUR,BAPATLA,ZONE1,SHOPS,RCC ORDINARY GROUND & FIRST FLOOR,58
GUNTUR,GUNTUR,BAPATLA,ZONE1,SHOPS,RCC ORDINARY OTHER FLOORS,46.4
GUNTUR,GUNTUR,BAPATLA,ZONE1,SHOPS,RCC POSH CELLAR,49.6
GUNTUR,GUNTUR,BAPATLA,ZONE1,SHOPS,RCC POSH GROUND & FIRST FLOOR,62
GUNTUR,GUNTUR,BAPATLA,ZONE1,SHOPS,RCC POSH OTHER FLOORS,49.6
GUNTUR,GUNTUR,BAPATLA,ZONE2,BANKS,COUNTRY TILED,14
GUNTUR,GUNTUR,BAPATLA,ZONE2,BANKS,HUTS,6
GUNTUR,GUNTUR,BAPATLA,ZONE2,BANKS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,21
GUNTUR,GUNTUR,BAPATLA,ZONE2,BANKS,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,28
GUNTUR,GUNTUR,BAPATLA,ZONE2,BANKS,RCC ORDINARY CELLAR,29.6
GUNTUR,GUNTUR,BAPATLA,ZONE2,BANKS,RCC ORDINARY GROUND & FIRST FLOOR,37
GUNTUR,GUNTUR,BAPATLA,ZONE2,BANKS,RCC ORDINARY OTHER FLOORS,29.6
GUNTUR,GUNTUR,BAPATLA,ZONE2,BANKS,RCC POSH CELLAR,32.8
GUNTUR,GUNTUR,BAPATLA,ZONE2,BANKS,RCC POSH GROUND & FIRST FLOOR,41
GUNTUR,GUNTUR,BAPATLA,ZONE2,BANKS,RCC POSH OTHER FLOORS,32.8
GUNTUR,GUNTUR,BAPATLA,ZONE2,CINEMA THEATERS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,10
GUNTUR,GUNTUR,BAPATLA,ZONE2,CINEMA THEATERS,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,15
GUNTUR,GUNTUR,BAPATLA,ZONE2,CINEMA THEATERS,RCC ORDINARY CELLAR,16
GUNTUR,GUNTUR,BAPATLA,ZONE2,CINEMA THEATERS,RCC ORDINARY GROUND & FIRST FLOOR,20
GUNTUR,GUNTUR,BAPATLA,ZONE2,CINEMA THEATERS,RCC ORDINARY OTHER FLOORS,16
GUNTUR,GUNTUR,BAPATLA,ZONE2,CINEMA THEATERS,RCC POSH CELLAR,20.8
GUNTUR,GUNTUR,BAPATLA,ZONE2,CINEMA THEATERS,RCC POSH GROUND & FIRST FLOOR,26
GUNTUR,GUNTUR,BAPATLA,ZONE2,CINEMA THEATERS,RCC POSH OTHER FLOORS,20.8
GUNTUR,GUNTUR,BAPATLA,ZONE2,EDUCATIONAL INSTITUTIONS,COUNTRY TILED,6
GUNTUR,GUNTUR,BAPATLA,ZONE2,EDUCATIONAL INSTITUTIONS,HUTS,3
GUNTUR,GUNTUR,BAPATLA,ZONE2,EDUCATIONAL INSTITUTIONS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,6
GUNTUR,GUNTUR,BAPATLA,ZONE2,EDUCATIONAL INSTITUTIONS,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,8
GUNTUR,GUNTUR,BAPATLA,ZONE2,EDUCATIONAL INSTITUTIONS,RCC ORDINARY CELLAR,8.8
GUNTUR,GUNTUR,BAPATLA,ZONE2,EDUCATIONAL INSTITUTIONS,RCC ORDINARY GROUND & FIRST FLOOR,11
GUNTUR,GUNTUR,BAPATLA,ZONE2,EDUCATIONAL INSTITUTIONS,RCC ORDINARY OTHER FLOORS,8.8
GUNTUR,GUNTUR,BAPATLA,ZONE2,EDUCATIONAL INSTITUTIONS,RCC POSH CELLAR,12
GUNTUR,GUNTUR,BAPATLA,ZONE2,EDUCATIONAL INSTITUTIONS,RCC POSH GROUND & FIRST FLOOR,15
GUNTUR,GUNTUR,BAPATLA,ZONE2,EDUCATIONAL INSTITUTIONS,RCC POSH OTHER FLOORS,12
GUNTUR,GUNTUR,BAPATLA,ZONE2,GODOWNS & OTHER BUSINESS,COUNTRY TILED,10
GUNTUR,GUNTUR,BAPATLA,ZONE2,GODOWNS & OTHER BUSINESS,HUTS,6
GUNTUR,GUNTUR,BAPATLA,ZONE2,GODOWNS & OTHER BUSINESS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,13
GUNTUR,GUNTUR,BAPATLA,ZONE2,GODOWNS & OTHER BUSINESS,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,17
GUNTUR,GUNTUR,BAPATLA,ZONE2,GODOWNS & OTHER BUSINESS,RCC ORDINARY CELLAR,17.6
GUNTUR,GUNTUR,BAPATLA,ZONE2,GODOWNS & OTHER BUSINESS,RCC ORDINARY GROUND & FIRST FLOOR,22
GUNTUR,GUNTUR,BAPATLA,ZONE2,GODOWNS & OTHER BUSINESS,RCC ORDINARY OTHER FLOORS,17.6
GUNTUR,GUNTUR,BAPATLA,ZONE2,GODOWNS & OTHER BUSINESS,RCC POSH CELLAR,21.6
GUNTUR,GUNTUR,BAPATLA,ZONE2,GODOWNS & OTHER BUSINESS,RCC POSH GROUND & FIRST FLOOR,27
GUNTUR,GUNTUR,BAPATLA,ZONE2,GODOWNS & OTHER BUSINESS,RCC POSH OTHER FLOORS,21.6
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOSPITALS,COUNTRY TILED,10
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOSPITALS,HUTS,6
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOSPITALS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,13
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOSPITALS,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,17
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOSPITALS,RCC ORDINARY CELLAR,16
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOSPITALS,RCC ORDINARY GROUND & FIRST FLOOR,20
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOSPITALS,RCC ORDINARY OTHER FLOORS,16
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOSPITALS,RCC POSH CELLAR,22.4
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOSPITALS,RCC POSH GROUND & FIRST FLOOR,28
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOSPITALS,RCC POSH OTHER FLOORS,22.4
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOTELS,COUNTRY TILED,13
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOTELS,HUTS,6
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOTELS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,16
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOTELS,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,22
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOTELS,RCC ORDINARY CELLAR,21.6
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOTELS,RCC ORDINARY GROUND & FIRST FLOOR,27
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOTELS,RCC ORDINARY OTHER FLOORS,21.6
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOTELS,RCC POSH CELLAR,25.6
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOTELS,RCC POSH GROUND & FIRST FLOOR,32
GUNTUR,GUNTUR,BAPATLA,ZONE2,HOTELS,RCC POSH OTHER FLOORS,25.6
GUNTUR,GUNTUR,BAPATLA,ZONE2,INDUSTRIES,COUNTRY TILED,9
GUNTUR,GUNTUR,BAPATLA,ZONE2,INDUSTRIES,HUTS,4
GUNTUR,GUNTUR,BAPATLA,ZONE2,INDUSTRIES,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,12
GUNTUR,GUNTUR,BAPATLA,ZONE2,INDUSTRIES,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,16
GUNTUR,GUNTUR,BAPATLA,ZONE2,INDUSTRIES,RCC ORDINARY CELLAR,16.8
GUNTUR,GUNTUR,BAPATLA,ZONE2,INDUSTRIES,RCC ORDINARY GROUND & FIRST FLOOR,21
GUNTUR,GUNTUR,BAPATLA,ZONE2,INDUSTRIES,RCC ORDINARY OTHER FLOORS,16.8
GUNTUR,GUNTUR,BAPATLA,ZONE2,INDUSTRIES,RCC POSH CELLAR,19.2
GUNTUR,GUNTUR,BAPATLA,ZONE2,INDUSTRIES,RCC POSH GROUND & FIRST FLOOR,24
GUNTUR,GUNTUR,BAPATLA,ZONE2,INDUSTRIES,RCC POSH OTHER FLOORS,19.2
GUNTUR,GUNTUR,BAPATLA,ZONE2,KALYANAMANDAPAM,COUNTRY TILED,4
GUNTUR,GUNTUR,BAPATLA,ZONE2,KALYANAMANDAPAM,HUTS,2
GUNTUR,GUNTUR,BAPATLA,ZONE2,KALYANAMANDAPAM,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,4
GUNTUR,GUNTUR,BAPATLA,ZONE2,KALYANAMANDAPAM,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,8
GUNTUR,GUNTUR,BAPATLA,ZONE2,KALYANAMANDAPAM,RCC ORDINARY CELLAR,8
GUNTUR,GUNTUR,BAPATLA,ZONE2,KALYANAMANDAPAM,RCC ORDINARY GROUND & FIRST FLOOR,10
GUNTUR,GUNTUR,BAPATLA,ZONE2,KALYANAMANDAPAM,RCC ORDINARY OTHER FLOORS,8
GUNTUR,GUNTUR,BAPATLA,ZONE2,KALYANAMANDAPAM,RCC POSH CELLAR,9.6
GUNTUR,GUNTUR,BAPATLA,ZONE2,KALYANAMANDAPAM,RCC POSH GROUND & FIRST FLOOR,12
GUNTUR,GUNTUR,BAPATLA,ZONE2,KALYANAMANDAPAM,RCC POSH OTHER FLOORS,9.6
GUNTUR,GUNTUR,BAPATLA,ZONE2,LODGES,COUNTRY TILED,13
GUNTUR,GUNTUR,BAPATLA,ZONE2,LODGES,HUTS,6
GUNTUR,GUNTUR,BAPATLA,ZONE2,LODGES,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,16
GUNTUR,GUNTUR,BAPATLA,ZONE2,LODGES,MEDRAS TERRACE / JACK ARCH ROOFED / STONE SLAB / SLATES ROOFED.,22
